id,name,country,latitude,longitude,owner_user_id,enrichment_status,geo_health,raw_geocode_null,deleted_at
590db125-4665-46ee-bcd5-85f5f6eb8ed8,Faro de Marsella Alto,Francia,43.373052,5.440758,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f43d98aa-7ce9-45be-9c50-020755311506,Faro de Santander del Valle,España,43.385496,-3.897397,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f977e226-da17-4485-96d2-a5483b26f03e,Faro de Valladolid de la Sierra,España,41.748043,-4.736602,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
edab0edd-7290-47fd-b41f-378af4b694c4,Faro de Venecia (Sur),Italia,45.366588,12.301349,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c7a1d2a9-00d2-4ffa-8b08-f31518d21e74,Jardín Botánico de Alicante,España,38.337236,-0.390022,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
96fb3645-8af4-4f4d-9ed4-0595690da8ab,Jardín Botánico de Múnich Alto,Alemania,48.112758,11.686408,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
bf1441eb-1a90-464b-94bc-9ac61664a2a5,Jardín Botánico de Oviedo de la Sierra,España,43.427468,-5.742368,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
49987109-4c97-46a2-b35a-9829e5b27ef2,Jardín Botánico de Porto Bajo,Portugal,41.05368,-8.653542,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
d8151dd1-63be-442b-a49b-5c6f2b597b40,Jardín Botánico de Vigo,España,42.224558,-8.666837,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
fb70abe1-1f1a-48ce-88c9-88572e7dfe76,Mercado Central de A Coruña Bajo,España,43.422453,-8.345245,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e88168d0-b20a-4a7f-b17a-ed0dbc8dc58d,Mercado Central de Bilbao (Norte),España,43.207541,-2.990582,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
32891f07-c4ea-4f12-933d-ab05f2d20345,Mercado Central de Braga del Valle,Portugal,41.545419,-8.535627,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
ff595395-a18f-49b7-b378-02d554cc031b,Mercado Central de Casablanca (Sur),Marruecos,33.673604,-7.471603,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
6fa16934-1b78-4674-88c8-598a1a17dc86,Mercado Central de Granada de la Sierra,España,37.228446,-3.698911,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
451c596f-4dbe-4254-97c7-538704ca3f96,Mercado Central de Granada Nuevo,España,37.158056,-3.487916,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
985bd3ad-9342-41bc-b9db-3f3bc119f819,Mercado Central de Londres (Norte),Reino Unido,51.603999,-0.141376,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
5b74c902-901e-4687-a3c7-9980cba9a1ca,Mercado Central de Málaga,España,36.667296,-4.434357,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
8ff6a37e-b7f1-49e7-83ea-4e09cc658b83,Mercado Central de Palma del Valle,España,39.561066,2.611846,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
d17dc33c-8ad3-4b02-bb9b-7f3ec1952068,Mercado Central de Ponta Delgada (Norte),Portugal,37.679965,-25.67711,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
81db2216-be26-4557-aeba-2f219d46cb45,Mercado Central de Rennes Alto,Francia,48.055132,-1.743717,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
932084b0-49b7-4002-82f4-7279feb052f6,Mercado Central de Santander Nuevo,España,43.390856,-3.764638,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
0bfe1a23-312e-4129-80e9-d181442d99dc,Mercado Central de Santiago de Compostela Bajo,España,42.786268,-8.575207,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
bc24bcce-ac5d-4734-8fce-d6050113854d,Mercado Central de Zaragoza de la Sierra,España,41.532558,-0.959382,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
51b203e0-f1e1-49de-9d6a-f40aba17cdfa,Mirador de Aveiro del Valle,Portugal,40.588803,-8.55276,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
8dbef3a0-0256-4a4e-974a-1b463c66d253,Mirador de Grenoble Nuevo,Francia,45.140967,5.777992,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
82e8dac4-f80d-4126-8708-9cfae828c64c,Mirador de Palma del Valle,España,39.60274,2.547243,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
fb79a9e3-61cb-4cae-b50b-ac6349a7087c,Mirador de Santander,España,43.482389,-3.738679,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
49e2c8ee-8ba7-4fb8-89a4-05bbb3f61ba2,Mirador de Sevilla de la Sierra,España,37.495945,-5.944128,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
70f8eb25-3f41-484a-9ce9-172f978b96e2,Mirador de Tenerife Alto,España,28.492258,-16.164075,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
1bae2cbb-5365-4567-8526-c7f3ca20df7b,Monasterio de Alicante Alto,España,38.324902,-0.465661,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
339afd37-e0f9-4a0e-94e4-80c66c95d088,Monasterio de Atenas (Norte),Grecia,37.893841,23.680178,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
58fa11c0-e4e7-4df6-a5e8-8056ecd1472b,Monasterio de Beja,Portugal,37.917571,-7.845308,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
68a61cc4-1cbc-41f0-9376-163b3f1d98be,Monasterio de Burdeos,Francia,44.90749,-0.692892,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
664e5d8b-b28d-4ccc-b046-1a04ce7a4545,Monasterio de Burdeos #2,Francia,44.784272,-0.67898,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e86188df-f488-4d8f-9aab-7b80278f30d0,Monasterio de Burdeos Nuevo,Francia,44.787902,-0.633235,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
b9d1d928-c785-4ea9-9c76-e01a6cabfe53,Monasterio de Cáceres Alto,España,39.420622,-6.46061,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c69465a6-0181-4ac3-8ca2-8fbd76e8df2d,Monasterio de Málaga (Norte),España,36.721071,-4.448523,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
794f3105-ce3f-4757-bc09-e5c8e5599ea4,Monasterio de Marsella (Sur),Francia,43.315063,5.441681,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
fd36530c-357d-47af-a4de-a6c3ffa72aa4,Monasterio de Toledo del Valle,España,39.879549,-4.088325,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e91d81f5-b01d-4fc9-9e02-cb1a7cc735cf,Monasterio de Zaragoza Bajo,España,41.597095,-0.771716,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
8980ad00-50f6-4d67-9afa-6f989ee3d05f,Museo Etnográfico de Burdeos (Norte),Francia,44.82835,-0.661971,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
338c0b37-aef5-490a-98c0-41318e4a1115,Museo Etnográfico de Llívia del Valle,España,42.509378,1.614835,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
935e0e70-1780-4af5-b797-8365cd5b0cad,Museo Etnográfico de Niza Alto,Francia,43.662304,7.286771,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
a487d462-0952-40c3-b928-29cddcb34e8b,Museo Etnográfico de Santorini (Norte),Grecia,36.439755,25.581171,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c1663f48-dc32-44ef-a3ff-f690f0554d34,Museo Etnográfico de Valladolid,España,41.569516,-4.794911,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
3522259f-8832-4985-adc0-88aa75324b91,Parque Municipal de Alicante Alto,España,38.460739,-0.372021,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e203d462-c2d1-45dd-b8d1-d5e5e709d618,Parque Municipal de Dijon Bajo,Francia,47.204962,5.020814,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f5caa63b-98d8-4597-8bbe-9fc678697bcd,Parque Municipal de Grenoble Antiguo,Francia,45.144834,5.669769,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f3c0babd-d6b7-46e6-bb0f-e7454cda883f,Parque Municipal de Murcia del Valle,España,37.995186,-1.22591,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
319afd8b-7c00-4a33-8f0d-8bdb8c635090,Parque Municipal de Viana do Castelo (Sur),Portugal,41.596044,-8.899979,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
d25504ac-5586-4db8-b58a-5b6a9aa27fa6,Parque Municipal de Vigo Nuevo,España,42.272831,-8.640414,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
e9a5829f-9109-4874-8b75-26fb1846f383,Playa Secreta de Alicante Alto,España,38.352962,-0.430902,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
1933b697-37f5-4d81-938d-2c4e00f5eae0,Playa Secreta de Barcelona Bajo,España,41.492783,2.148914,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
3e13291b-8bfd-4a82-b8f5-d2c2491bef95,Playa Secreta de Beja (Sur),Portugal,38.057508,-7.90614,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
4953fd56-d159-4bdd-a213-ca95021aa7d5,Playa Secreta de Cáceres (Sur),España,39.360683,-6.418996,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
766aa7f8-dabf-46b7-a1d3-c6d5c5b31d4e,Playa Secreta de Coimbra,Portugal,40.160977,-8.361327,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
1e548f0f-4d14-496a-9dee-9a21676c92fb,Playa Secreta de Dijon Nuevo,Francia,47.3139,5.077193,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
2a8c9f9f-1593-41ae-8475-a2d0d936d1d8,Playa Secreta de Faro Antiguo,Portugal,37.123857,-7.814658,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
df79b7fe-e9f8-4f16-9155-7079df554a48,Playa Secreta de Granada Alto,España,37.257657,-3.537117,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
b987fda3-e6c1-498b-88be-8ad2a5fccdd9,Playa Secreta de Leiria Nuevo,Portugal,39.718799,-8.915352,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
0f731bdd-7093-49a8-ac21-cf244d14d51f,Playa Secreta de Lisboa,Portugal,38.690841,-9.189317,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
4c061029-2c54-45b8-a99a-d2fc1b6f2874,Playa Secreta de Londres Alto,Reino Unido,51.527403,-0.236122,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
d22da4e2-bca7-4e51-ab47-32c061f49370,Playa Secreta de Marrakech,Marruecos,31.698611,-8.056385,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
3ea76167-1c31-418b-ab4d-bdc8dca6a8bd,Playa Secreta de Ponta Delgada (Norte),Portugal,37.767851,-25.721408,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f3cda4eb-cd60-4ed9-ad63-de7d174a9973,Playa Secreta de Salamanca de la Sierra,España,41.089549,-5.667635,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
79679290-29cd-491b-bac5-8bac0d217d9a,Playa Secreta de Santiago de Compostela (Norte),España,42.796532,-8.500142,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
33cf4dcc-2260-4a0e-b12e-b37a8104f3e3,Playa Secreta de Tenerife,España,28.491767,-16.176503,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
5fa0fab9-5e4e-46a4-b158-e1b3d002699b,Plaza Mayor de Braga Bajo,Portugal,41.469981,-8.39398,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c48995ee-9117-4b04-a768-5e63613dfca0,Plaza Mayor de Los Ángeles Alto,Estados Unidos,34.058315,-118.288399,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
93d1b47e-2442-485b-853e-d9426368d130,Plaza Mayor de Murcia de la Sierra,España,38.099845,-1.039569,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
51fdbbf2-e323-4526-bdc2-72ca7c0d1f9a,Plaza Mayor de Nantes del Valle,Francia,47.269234,-1.451042,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
4df7ac3a-da4b-4e02-921a-25cbf3152034,Plaza Mayor de Palma,España,39.536954,2.751054,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
953c4376-702c-47b1-af0f-08cc897cd13e,Plaza Mayor de Sevilla,España,37.358343,-5.887588,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
4451d872-5a2a-4571-a241-05176c67835a,Plaza Mayor de Toledo del Valle,España,39.950199,-4.046948,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c91cecdb-8f0a-4d03-8968-618d11462d26,Plaza Mayor de Vigo Bajo,España,42.168552,-8.601356,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
da120e15-b8fc-4b0b-948c-7025f75a150b,Pueblo Encantado Alicante Alto,España,38.331242,-0.437729,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
ee04b298-f545-45da-a5be-33bf28bcb831,Pueblo Encantado Beja Bajo,Portugal,38.069299,-7.914031,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
52f32188-4ae8-4cf5-bb93-4d1bf6b47a8f,Pueblo Encantado Leiria de la Sierra,Portugal,39.663621,-8.780057,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
173cd421-4438-46cd-8dc6-de76d564c97e,Pueblo Encantado Llívia del Valle,España,42.473484,1.611539,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
c4e540c0-cf59-47b5-aad9-1abff1ff929a,Pueblo Encantado Niza,Francia,43.594093,7.274795,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
40f324dd-bbca-49ac-93d6-631c98289d76,Pueblo Encantado Salamanca (Norte),España,40.96013,-5.604004,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
9bb5104b-b444-4013-86e4-4a4ea469cfc2,Pueblo Encantado Zaragoza,España,41.72229,-0.84167,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
2b405059-33e6-46bc-8ebd-a8d8b3f2e82e,Puente Medieval de Cáceres Nuevo,España,39.363135,-6.455201,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
f8d867aa-07e2-4680-8458-dc6ef7934be9,Puente Medieval de Granada del Valle,España,37.196624,-3.580544,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
a49fc322-3c95-4b2a-8520-4cba5625f4b2,Puente Medieval de Lyon,Francia,45.655026,4.865983,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
49a76c8c-b233-4039-9193-798960cddcc9,Puente Medieval de Palma Alto,España,39.547792,2.648214,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
0eee796e-57e3-4edf-b1f0-c5b0f4180e65,Puente Medieval de Santiago de Compostela Nuevo,España,42.987475,-8.645833,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
3a407d77-4762-4407-86cf-d75712ba4409,Puente Medieval de Viana do Castelo,Portugal,41.674751,-8.860722,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
df5042f6-a891-4825-b0d2-a96a93a7c485,Restaurante Tradicional Ávila (Norte),España,40.746493,-4.769882,ec870c6b-fe8f-41c3-8682-a70bd67cf128,enriched,hardError,t,
