id,name,country,latitude,longitude
1b2b47d2-3c3a-4b85-9911-d6aec8fdfecd,Mirador de Nueva York,Estados Unidos,40.804203,-74.009669
e4af637c-8cf9-44f5-a4aa-6b2e8529e1e3,Mirador de Sevilla Bajo,España,37.321573,-5.983215
03d10475-6515-4265-afcf-ed88f28ff389,Mirador de Toledo de la Sierra,España,39.959386,-4.107787
1c47653e-11d3-4aab-a412-fb2b7e2ded73,Mirador de Toulouse (Norte),Francia,43.496841,1.564028
7b52862e-8e97-4195-94d3-212ee3ad825a,Mirador de Valladolid Bajo,España,41.704384,-4.778196
802a59b7-4e96-4d4e-8487-a6fb295893d6,Monasterio de Albacete,España,39.011984,-1.784767
49f4b495-cf8d-402b-bfd5-9902ab717924,Monasterio de Albacete Nuevo,España,38.907711,-1.799703
48182fea-28c9-4975-84a3-f222e45fd252,Monasterio de Ginebra del Valle,Suiza,46.108245,6.187763
1813cd8c-80a1-46a3-b2d9-0fd41dca2f0a,Monasterio de Le Havre Nuevo,Francia,49.442797,0.093064
d62c9fb3-b07b-4101-9a73-0f218d56af3e,Monasterio de Llívia Antiguo,España,42.500057,1.444305
d13d1007-59ab-403d-8efb-46f0f64ba22e,Monasterio de Nápoles (Sur),Italia,40.907458,14.343946
1cf5f9bf-da56-404b-833f-6f99fc60e00d,Monasterio de Niza de la Sierra,Francia,43.683475,7.231043
ea2ae62e-8fda-4d7a-91bf-7d96208bc9b3,Monasterio de Santander Antiguo,España,43.366103,-3.761473
80293d7a-0bc6-40dd-809f-b2051ea2d44f,Monasterio de Santiago de Compostela (Norte),España,42.814478,-8.584197
2b84ade1-7c60-40cf-b82f-38d30820a279,Monasterio de Tenerife Antiguo,España,28.434669,-16.134314
373a3fd9-84fe-49e7-83a5-17906ed120ab,Monasterio de Valencia Nuevo,España,39.583448,-0.405452
d3450416-705f-49a8-994a-f3bd3f3dcf5c,Monasterio de Valladolid Antiguo,España,41.637653,-4.793668
ed8c4aa7-b1a7-4a5c-9628-5a392343f537,Museo Etnográfico de Almada Antiguo,Portugal,38.881526,-9.194784
1b2f3b6c-47e6-4f12-9cc6-7a0b774fa9e3,Museo Etnográfico de Almada Bajo,Portugal,38.890163,-9.201017
5b322261-0ad1-4656-9a94-04c116847496,Museo Etnográfico de Bastia,Francia,42.587476,9.379282
417c8935-b0db-493c-81d0-c59e023fda79,Museo Etnográfico de Berlín (Sur),Alemania,52.456705,13.320147
93d20425-7f27-4217-8e71-1c2ebd45b547,Museo Etnográfico de Cádiz (Sur),España,36.466168,-6.337999
ef50654b-ca8b-4294-8b78-8e89d4f76141,Museo Etnográfico de Estrasburgo,Francia,48.469866,7.815738
04e9ab8a-f373-4adf-aa88-e2648e6170c7,Museo Etnográfico de Lisboa del Valle,Portugal,38.727081,-9.065737
898b7fef-a3fb-4ca1-8488-a88740bd900e,Museo Etnográfico de Los Ángeles Nuevo,Estados Unidos,33.992995,-118.18291
e0460964-54c2-4756-a6b4-c0dc1f2b0648,Museo Etnográfico de Montpellier (Sur),Francia,43.692801,3.878539
12563119-df7c-48c8-a686-fff032ce4cba,Museo Etnográfico de Valladolid (Sur),España,41.549248,-4.795438
24ba3b2a-ec9b-4e38-ba3a-65bb13969fb2,Parque Municipal de Funchal de la Sierra,Portugal,32.563012,-16.844475
272393af-3198-4f9c-bccd-8fe251cabcc6,Parque Municipal de Lille Nuevo,Francia,50.586553,2.996219
4fba189d-00df-466b-aec2-3b0924d18dd3,Parque Municipal de Lisboa Antiguo,Portugal,38.761003,-9.073764
95bf23cb-b9b9-4cf6-a047-e4f0f4c3e15f,Parque Municipal de Lisboa del Valle,Portugal,38.791714,-9.103947
52c1fb5a-fc39-4e8e-8bb7-f54c50012841,Parque Municipal de Llívia Alto,España,42.497731,1.440576
838db3fd-dc4f-4c12-afc5-9e7887dc7a76,Parque Municipal de Llívia del Valle,España,42.406853,1.417798
cc5fc42b-8e32-4b82-bf4d-446e4cbe1e29,Parque Municipal de Marrakech Nuevo,Marruecos,31.540448,-7.93098
757db149-393d-49d6-8656-1c346717159a,Parque Municipal de Toledo de la Sierra,España,39.884854,-3.98818
6de248f1-71a1-4bdd-bab4-d1008aef667a,Parque Municipal de Valladolid Nuevo,España,41.658078,-4.633462
4ddb3669-c721-4d78-b15f-892527ad1106,Playa Secreta de Alicante,España,38.252516,-0.497821
1b4ab9f3-9d58-4648-9460-d6d74f93084c,Playa Secreta de Alicante de la Sierra,España,38.363211,-0.428549
baced2f2-556e-4845-ba20-ee3dfbec3cf5,Playa Secreta de Atenas del Valle,Grecia,37.870749,23.673085
239a7005-01ca-4bf4-8d12-314945861e7d,Playa Secreta de Leiria Alto,Portugal,39.680985,-8.832111
f15f6ed0-3dea-4671-aadc-ac312fe1f531,Playa Secreta de Londres,Reino Unido,51.458499,-0.161189
c14dd510-c115-49c8-9c93-7beda9012416,Playa Secreta de Madrid del Valle,España,40.307838,-3.632726
8ddeaa28-35f0-459a-9081-00c1c572fdcf,Playa Secreta de Tenerife (Norte),España,28.352626,-16.283303
974c3222-a775-4ca4-95f0-87cc3c1b5365,Playa Secreta de Valencia de la Sierra,España,39.522641,-0.424223
b35a79fc-b3f1-49b7-b6e1-623586a77444,Plaza Mayor de A Coruña Nuevo,España,43.370109,-8.497856
4fc18bfc-3108-45a2-832a-3a03adbbc1e0,Plaza Mayor de Albacete de la Sierra,España,39.068463,-1.97694
e280fafd-f42c-45d4-99e3-7ffc25170b43,Plaza Mayor de Le Havre Nuevo,Francia,49.501805,0.207137
f8f888ea-3ca9-497a-85ab-67b95042c205,Plaza Mayor de Málaga Alto,España,36.800823,-4.356337
d6c736a5-d244-47e4-81c6-ec58738ea3c4,Plaza Mayor de Ponta Delgada (Norte),Portugal,37.733565,-25.571717
c9e0df07-10de-4218-9a3b-a6ab10992b13,Plaza Mayor de Santander,España,43.501883,-3.838905
a4b87810-5326-4f00-a2fb-eebe395ef8af,Plaza Mayor de Valladolid Nuevo,España,41.767396,-4.672094
8904fc13-0feb-4929-8552-e1c9d2c18b08,Plaza Mayor de Vigo (Norte),España,42.284232,-8.797486
41f49121-df8b-427c-9f40-759e747f0371,Pueblo Encantado Beja Antiguo,Portugal,37.913579,-7.883634
f3870dc6-09bb-4871-8eb7-edfcc02e8c05,Pueblo Encantado Beja Antiguo #2,Portugal,38.073441,-7.973255
d2ac1433-6d11-46b6-98ce-3ec2b4e1bcc3,Pueblo Encantado Coimbra Nuevo,Portugal,40.101027,-8.303443
436e4d2f-09f1-476f-bde7-ae81955de147,Pueblo Encantado Dijon del Valle,Francia,47.266258,4.972136
7b4d0ec7-7acb-43ad-8b96-e347917a38df,Pueblo Encantado Llívia del Valle,España,42.554405,1.438179
c1d66814-c7e5-46e3-a024-393e066730f3,Pueblo Encantado Los Ángeles Alto,Estados Unidos,34.043549,-118.228403
05f2e010-5b80-46dd-b3c6-25ff2eb26636,Pueblo Encantado Mafra Nuevo,Portugal,38.986166,-9.344793
e881c86e-a1bf-4b28-b46a-38a5fe14e335,Pueblo Encantado Málaga,España,36.690113,-4.368217
2167b960-a897-4032-b239-f619049d4a62,Pueblo Encantado Montpellier,Francia,43.559659,3.859873
36f4079c-d25b-4635-a947-c3df2b55cbeb,Pueblo Encantado Montpellier Alto,Francia,43.665052,3.957694
216814ca-345a-4d97-9e56-e40eba414bac,Pueblo Encantado Oviedo,España,43.513119,-5.691615
a17f1e80-e79e-4369-93b7-9bc6cb0f1e2d,Pueblo Encantado Palma,España,39.501017,2.561955
19a65ec1-c255-4c71-a869-93dcbbe02aa5,Pueblo Encantado Valladolid,España,41.545638,-4.824824
090fc490-026f-4683-bfea-b0b2638d8442,Pueblo Encantado Venecia Nuevo,Italia,45.531289,12.258192
1b17cb4a-c61b-495f-bcb9-0e17442bf638,Puente Medieval de Alicante,España,38.312027,-0.419454
5a977f93-ecc8-4d6f-85a8-9070e0ad0588,Puente Medieval de Almada Nuevo,Portugal,38.872186,-9.113203
5ceeb1ad-c8f6-4483-ac7c-fa0b496739a4,Puente Medieval de Aviñón (Norte),Francia,43.993963,4.803165
7e25339f-34d8-4043-924f-948b62429939,Puente Medieval de Burdeos Nuevo,Francia,44.903966,-0.607909
3d4aac2b-7356-46fc-965f-76e57fb8a6bb,Puente Medieval de Estrasburgo Alto,Francia,48.541682,7.859411
50368c20-3059-40ae-894f-fd0ca0ed2b23,Puente Medieval de Funchal Antiguo,Portugal,32.693443,-16.863526
34efea11-d182-4782-bf9b-fd9c8930583b,Puente Medieval de Granada (Norte),España,37.158058,-3.528064
006aa8d9-8666-47f2-a852-7a9ea6d61f78,Puente Medieval de Grenoble,Francia,45.095273,5.708844
b230fffe-b02a-4eb0-a261-21bc7834660b,Puente Medieval de Oviedo Alto,España,43.467221,-5.596506
045b2f5b-103e-4643-b360-25d3f69f657b,Puente Medieval de Salamanca de la Sierra,España,40.954968,-5.687495
d5664740-7395-4c47-bd93-d9508202c96a,Puente Medieval de Sevilla,España,37.347801,-6.033546
88a6f280-95dc-4343-ba20-88a64f28b301,Puente Medieval de Vigo (Norte),España,42.200279,-8.816612
e52e9fe9-2bcf-4801-8aae-3801704d18d4,Restaurante Tradicional Ávila (Norte),España,40.696972,-4.676164
aec4c126-fdda-41c5-869a-28660d3edd2d,Restaurante Tradicional Berna del Valle,Suiza,46.85253,7.418583
48139cf5-ce5e-4ed5-b252-b28a2093637b,Restaurante Tradicional Burdeos Nuevo,Francia,44.765697,-0.478772
97f88a17-7381-43ea-ab30-613f8c0be202,Restaurante Tradicional Funchal del Valle,Portugal,32.672676,-16.897747
4859aff1-91c7-4383-96f0-57f5b6971abe,Restaurante Tradicional Grenoble Nuevo,Francia,45.185765,5.631348
61e05d1b-2518-4cf8-964d-54e526b70f17,Ruta de Senderismo Bastia Bajo,Francia,42.640806,9.390238
fe2e1acd-2dd4-4e9d-b4c9-f70846366727,Ruta de Senderismo Leiria (Norte),Portugal,39.662737,-8.841835
506994bf-f285-4099-9f5e-8a37113ccf0d,Ruta de Senderismo Leiria Antiguo,Portugal,39.792385,-8.86208
5c8ed546-9ba4-4169-aac0-4446bdf9038d,Ruta de Senderismo Málaga,España,36.777411,-4.309686
af0f976c-f6b0-443a-9c93-64565d577058,Ruta de Senderismo Oviedo del Valle,España,43.65799,-5.765541
adeefb3c-8739-4d0d-94ee-478032791b23,Ruta de Senderismo Palma,España,39.597357,2.755573
32707b03-4c71-4c51-9e41-1657c9af0cf0,Ruta de Senderismo Palma #2,España,39.55573,2.602877
069b515b-19da-4d51-b606-6584860d2998,Ruta de Senderismo Roma,Italia,42.022697,12.537748
e868511b-5df7-430f-9685-c432e810ba0a,Ruta de Senderismo Toledo Bajo,España,39.885813,-4.034968
ced0df03-3b53-47dd-8592-109de4018ce4,Ruta de Senderismo Valencia,España,39.459049,-0.334821
539a85f1-a105-48b5-911e-84ecd9a37c90,Ruta de Senderismo Valladolid Bajo,España,41.586651,-4.762209
44019ece-2a06-4c0b-b2c8-4489350b8138,Ruta de Senderismo Venecia Alto,Italia,45.389215,12.378648
f6495751-221a-46cf-ad73-f61eef3ac87d,Ruta de Senderismo Vigo Alto,España,42.154948,-8.730024
4d382d2d-2e26-4404-bf56-8c2d988e69ee,Ruta de Senderismo Zaragoza del Valle,España,41.595665,-0.992439
